datetime,SURF_TEMP_C,SURF_SAL_PSU
2016-05-03,18.616666666666667,33.59428571428571
2016-05-10,18.35,33.6625
2016-05-17,19.0,33.6225
2016-05-24,18.349999999999998,33.58166666666667
2016-05-31,18.783333333333335,33.623333333333335
2016-06-07,19.25,33.67166666666667
2016-06-14,18.580000000000002,33.644
2016-06-21,17.833333333333332,33.60666666666667
2016-06-28,19.514285714285712,33.63
2016-07-05,20.75714285714286,33.65714285714286
2016-07-12,22.02857142857143,33.67142857142857
2016-07-19,22.114285714285717,33.73166666666666
2016-07-26,22.86,33.751999999999995
2016-08-02,24.17142857142857,33.76857142857143
2016-08-09,23.833333333333332,33.71666666666667
2016-08-16,23.53333333333333,33.699999999999996
2016-08-23,23.75714285714286,33.722857142857144
2016-08-30,18.642857142857142,33.47714285714286
2016-09-06,20.52,33.498000000000005
2016-09-13,22.3,33.56333333333333
2016-09-20,21.66,33.596000000000004
2016-09-27,18.6,33.476
2016-10-04,20.133333333333333,33.39833333333333
2016-10-11,19.842857142857145,33.39142857142857
2016-10-18,21.16,33.462
2016-10-25,19.0,33.415
2016-11-01,19.014285714285712,33.40714285714286
2016-11-08,18.599999999999998,33.38
2016-11-15,19.099999999999998,33.45666666666667
2016-11-22,18.75,33.449999999999996
2016-11-29,18.475,33.464999999999996
2016-12-06,17.24,33.406
2016-12-13,15.985714285714286,33.37285714285714
2016-12-20,16.085714285714285,33.37714285714286
2016-12-27,15.66,33.306
2017-01-03,15.37142857142857,33.28857142857143
2017-01-10,15.416666666666666,33.330000000000005
2017-01-17,15.814285714285715,33.32142857142857
2017-01-24,15.425,33.307500000000005
2017-01-31,15.175,33.0925
2017-02-07,15.057142857142859,33.23428571428571
2017-02-14,15.185714285714285,33.30285714285714
2017-02-21,15.316666666666668,33.26
2017-02-28,15.285714285714286,33.23428571428571
2017-03-07,15.1,33.262
2017-03-14,15.157142857142857,33.02428571428572
2017-03-21,16.333333333333332,33.12833333333334
2017-03-28,16.5,33.16166666666667
2017-04-04,17.285714285714285,33.214285714285715
2017-04-11,17.349999999999998,33.333333333333336
2017-04-18,16.966666666666665,33.413333333333334
2017-04-25,16.2,33.41
2017-05-02,16.919999999999998,33.492000000000004
2017-05-09,17.275,33.54
2017-05-16,17.26,33.5
2017-05-23,17.333333333333332,33.52166666666667
2017-05-30,19.185714285714287,33.565714285714286
2017-06-06,17.28333333333333,33.57
2017-06-13,17.966666666666665,33.54833333333333
